date,division,index
2016-03-01,12,110.6
2016-04-01,12,111.2
2016-05-01,12,111.4
2016-06-01,12,111.5
2016-07-01,12,111.5
2016-08-01,12,111.6
2016-09-01,12,111.5
2016-10-01,12,111.5
2016-11-01,12,111.5
2016-12-01,12,111.5
2017-01-01,12,111.6
2017-02-01,12,111.6
2017-03-01,12,111.6
2017-04-01,12,111.6
2017-05-01,12,111.6
2017-06-01,12,111.6
2017-07-01,12,111.6
2017-08-01,12,111.6
2017-09-01,12,111.6
2017-10-01,12,111.6
2017-11-01,12,111.6
2017-12-01,12,111.6
2018-01-01,12,111.6
2018-02-01,12,111.7
2018-03-01,12,111.7
2018-04-01,12,111.7
2018-05-01,12,111.7
2018-06-01,12,108.8
2018-07-01,12,108.8
2018-08-01,12,108.8
2018-09-01,12,109.2
2018-10-01,12,109.8
2018-11-01,12,109.8
2018-12-01,12,109.8
2019-01-01,12,109.9
2019-02-01,12,109.9
2019-03-01,12,109.9
2019-04-01,12,109.9
2019-05-01,12,109.9
2019-06-01,12,109.9
2019-07-01,12,109.9
2019-08-01,12,109.9
2019-09-01,12,109.9
2019-10-01,12,109.9
2019-11-01,12,109.9
2019-12-01,12,109.8
2020-01-01,12,109.8
2020-02-01,12,109.8
2020-03-01,12,109.9
2020-04-01,12,109.9
2020-05-01,12,109.9
2020-06-01,12,109.9
2020-07-01,12,109.9
2020-08-01,12,109.9
2020-09-01,12,109.9
2020-10-01,12,109.9
2020-11-01,12,109.9
2020-12-01,12,109.9
2021-01-01,12,109.9
2021-02-01,12,109.9
2021-03-01,12,109.9
2021-04-01,12,109.9
2021-05-01,12,109.9
2021-06-01,12,109.9
2021-07-01,12,109.9
2021-08-01,12,109.9
2021-09-01,12,109.9
2021-10-01,12,109.9
2021-11-01,12,109.9
2021-12-01,12,109.9
2022-01-01,12,109.9
2022-02-01,12,109.9
2022-03-01,12,109.9
2022-04-01,12,109.9
2022-05-01,12,109.9
2022-06-01,12,110.2
2022-07-01,12,110.2
2022-08-01,12,110.2
2022-09-01,12,110.2
2022-10-01,12,110.2
2022-11-01,12,110.2
2022-12-01,12,110.2
2023-01-01,12,110.2
2023-02-01,12,110.3
2023-03-01,12,110.3
2023-04-01,12,110.3
2023-05-01,12,110.3
2023-06-01,12,110.3
2023-07-01,12,110.2
2023-08-01,12,110.2
2023-09-01,12,110.2
2023-10-01,12,110.2
2023-11-01,12,110.2
2023-12-01,12,110.2
2024-01-01,12,110.2
2024-02-01,12,110.2
2024-03-01,12,110.2
2024-04-01,12,110.2
2010-01-01,13,99.9
2010-02-01,13,99.6
2010-03-01,13,99.6
2010-04-01,13,99.5
2010-05-01,13,99.7
2010-06-01,13,99.9
2010-07-01,13,100.0
2010-08-01,13,99.8
2010-09-01,13,100.2
2010-10-01,13,100.5
2010-11-01,13,100.7
2010-12-01,13,100.8
2011-01-01,13,101.1
2011-02-01,13,101.0
2011-03-01,13,101.2
2011-04-01,13,101.3
2011-05-01,13,101.7
2011-06-01,13,101.9
2011-07-01,13,102.4
2011-08-01,13,103.2
2011-09-01,13,103.9
2011-10-01,13,103.5
2011-11-01,13,103.9
2011-12-01,13,103.9
2012-01-01,13,103.8
2012-02-01,13,104.2
2012-03-01,13,104.1
2012-04-01,13,103.9
2012-05-01,13,103.9
2012-06-01,13,104.1
2012-07-01,13,104.5
2012-08-01,13,104.4
2012-09-01,13,104.9
2012-10-01,13,105.0
2012-11-01,13,105.1
2012-12-01,13,104.9
2013-01-01,13,105.6
2013-02-01,13,105.4
2013-03-01,13,105.3
2013-04-01,13,104.9
2013-05-01,13,104.3
2013-06-01,13,104.1
2013-07-01,13,103.9
2013-08-01,13,104.7
2013-09-01,13,104.9
2013-10-01,13,104.6
2013-11-01,13,104.6
2013-12-01,13,104.3
2014-01-01,13,104.4
2014-02-01,13,105.0
2014-03-01,13,105.4
2014-04-01,13,105.4
2014-05-01,13,105.4
2014-06-01,13,105.4
2014-07-01,13,105.4
2014-08-01,13,105.6
2014-09-01,13,105.6
2014-10-01,13,105.3
2014-11-01,13,105.5
2014-12-01,13,105.8
2015-01-01,13,106.2
2015-02-01,13,106.7
2015-03-01,13,107.0
2015-04-01,13,109.7
2015-05-01,13,110.0
2015-06-01,13,110.2
2015-07-01,13,110.4
2015-08-01,13,110.4
2015-09-01,13,111.5
2015-10-01,13,111.4
2015-11-01,13,111.7
2015-12-01,13,111.5
2016-01-01,13,112.0
2016-02-01,13,112.3
2016-03-01,13,112.5
2016-04-01,13,112.5
2016-05-01,13,112.7
2016-06-01,13,112.7
2016-07-01,13,113.1
2016-08-01,13,113.2
2016-09-01,13,113.2
2016-10-01,13,113.1
2016-11-01,13,113.7
2016-12-01,13,113.5
2017-01-01,13,113.6
2017-02-01,13,113.9
2017-03-01,13,114.0
2017-04-01,13,114.2
2017-05-01,13,114.2
2017-06-01,13,114.1
2017-07-01,13,114.4
2017-08-01,13,114.2
2017-09-01,13,114.4
2017-10-01,13,114.5
2017-11-01,13,114.5
2017-12-01,13,114.3
2018-01-01,13,114.6
2018-02-01,13,114.3
2018-03-01,13,114.5
2018-04-01,13,114.6
2018-05-01,13,114.7
2018-06-01,13,111.1
2018-07-01,13,111.0
2018-08-01,13,110.8
2018-09-01,13,111.0
2018-10-01,13,111.3
2018-11-01,13,111.5
2018-12-01,13,111.5
2019-01-01,13,111.9
2019-02-01,13,111.8
2019-03-01,13,112.2
2019-04-01,13,112.3
2019-05-01,13,112.3
2019-06-01,13,112.6
2019-07-01,13,113.0
2019-08-01,13,113.6
2019-09-01,13,114.0
2019-10-01,13,113.8
2019-11-01,13,114.3
2019-12-01,13,114.2
2020-01-01,13,114.7
2020-02-01,13,114.6
2020-03-01,13,115.1
2020-04-01,13,114.9
2020-05-01,13,115.5
2020-06-01,13,116.0
2020-07-01,13,116.3
2020-08-01,13,117.1
2020-09-01,13,117.1
2020-10-01,13,117.0
2020-11-01,13,116.9
2020-12-01,13,116.7
2021-01-01,13,116.8
2021-02-01,13,116.4
2021-03-01,13,116.2
2021-04-01,13,116.3
2021-05-01,13,116.3
2021-06-01,13,116.4
2021-07-01,13,116.4
2021-08-01,13,116.4
2021-09-01,13,116.5
2021-10-01,13,116.8
2021-11-01,13,117.0
2021-12-01,13,117.2
2022-01-01,13,117.5
2022-02-01,13,117.7
2022-03-01,13,118.4
2022-04-01,13,118.4
2022-05-01,13,118.5
2022-06-01,13,119.0
2022-07-01,13,118.9
2022-08-01,13,119.2
2022-09-01,13,119.3
2022-10-01,13,119.6
2022-11-01,13,120.0
2022-12-01,13,119.9
2023-01-01,13,120.2
2023-02-01,13,120.6
2023-03-01,13,120.9
2023-04-01,13,121.4
2023-05-01,13,121.9
2023-06-01,13,122.1
2023-07-01,13,122.0
2023-08-01,13,122.1
2023-09-01,13,122.3
2023-10-01,13,122.3
2023-11-01,13,122.8
2023-12-01,13,123.1
2024-01-01,13,123.2
2024-02-01,13,123.6
2024-03-01,13,124.1
2024-04-01,13,125.2
